425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
425.0,425.0
167.7,167.7
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
